,Processor,Screen Size(inch),RAM(GB),Graphics Card,brand,SSD(GB),HDD(GB),link,OS,Normal,price EG,store
2434,144hz fhd 1080p,15.6,16.0,geforce rtx 3070,msi,512.0,0.0,https://www.ubuy.com.eg/en/product/1AFZJLC00-msi-gl66-gaming-laptop-15-6-144hz-fhd-1080p-display-intel-core-i7-11800h-nvidia-geforce-rtx-3070-16gb-512gb-ssd-win10-black-11ugk-001,1,0,27156.0,ubuy
2435, amd ryzen 5 5600h,15.6,8.0,geforce gtx 1650,lenovo,256.0,0.0,https://www.ubuy.com.eg/en/product/4DLCEBYIC-lenovo-legion-5-gaming-laptop-15-6-fhd-1920-x-1080-display-amd-ryzen-7-5800h-processor-16gb-ddr4-ram-512gb-ssd-storage-nvidia-geforce-rtx,1,0,14469.0,ubuy
2436, intel core i512500h,15.6,8.0,geforce rtx 3050 graphi,lenovo,2.0,0.0,https://www.ubuy.com.eg/en/product/4DLCEBYIC-lenovo-legion-5-gaming-laptop-15-6-fhd-1920-x-1080-display-amd-ryzen-7-5800h-processor-16gb-ddr4-ram-512gb-ssd-storage-nvidia-geforce-rtx,1,0,21235.0,ubuy
2437, amd ryzen 7 5800h,15.6,16.0,geforce rtx 3050ti,lenovo,512.0,0.0,https://www.ubuy.com.eg/en/product/4DLCEBYIC-lenovo-legion-5-gaming-laptop-15-6-fhd-1920-x-1080-display-amd-ryzen-7-5800h-processor-16gb-ddr4-ram-512gb-ssd-storage-nvidia-geforce-rtx,1,0,20178.0,ubuy
2438, amd ryzen 5 5500u,14.0,16.0,ryzen 5 5500u,lenovo,256.0,0.0,https://www.ubuy.com.eg/en/product/47AJPTC7G-lenovo-flex-5-laptop-14-0-fhd-1920-x-1080-touch-display-amd-ryzen-5-5500u-processor-16gb-ddr4-ram-256gb-nvme-ssd-storage-amd-radeon,1,1,12354.0,ubuy
2439, intel core i51135g7,15.0,8.0,intel iris xe graphics,hp,256.0,0.0,https://www.ubuy.com.eg/en/product/3VU2VFT0O-hp-15-inch-laptop-11th-generation-intel-core-i5-1135g7-intel-iris-xe-graphics-8-gb-ram-256-gb-ssd-windows-11-home-15-dy2024nr-natural-silver,1,1,11191.0,ubuy
2440, amd ryzen 5 5500u,14.0,8.0,ryzen 5 5500u,lenovo,256.0,0.0,https://www.ubuy.com.eg/en/product/1MVAV21KW-lenovo-ideapad-3-14-14-0-laptop-14-0-fhd-1920-x-1080-display-amd-ryzen-5-5500u-8gb-ddr4-ram-256-ssd-storage-amd-radeon-7-graphics,1,1,9288.0,ubuy
2441, amd ryzen 5 5500u,15.6,8.0,ryzen 5 5500u,lenovo,512.0,0.0,https://www.ubuy.com.eg/en/product/1MVAV21KW-lenovo-ideapad-3-14-14-0-laptop-14-0-fhd-1920-x-1080-display-amd-ryzen-5-5500u-8gb-ddr4-ram-256-ssd-storage-amd-radeon-7-graphics,1,1,11297.0,ubuy
2442, amd ryzen 5 5500u,17.3,8.0,ryzen 5 5500u,lenovo,512.0,0.0,https://www.ubuy.com.eg/en/product/1MVAV21KW-lenovo-ideapad-3-14-14-0-laptop-14-0-fhd-1920-x-1080-display-amd-ryzen-5-5500u-8gb-ddr4-ram-256-ssd-storage-amd-radeon-7-graphics,1,1,10663.0,ubuy
2443, amd ryzen 3 3200u,15.6,4.0,ryzen 3 3200u,acer,128.0,0.0,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,1,8362.0,ubuy
2444, amd ryzen 3 3350u,15.6,4.0,ryzen 3 3350u quadcore,acer,128.0,0.0,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,1,7914.0,ubuy
2445, amd ryzen 5 5500u,15.6,8.0,ryzen 5 5500u hexacore,acer,256.0,0.0,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,1,10589.0,ubuy
2446, amd ryzen 7 3700u,15.6,8.0,ryzen 7 3700u quadcore,acer,256.0,0.0,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,1,13835.0,ubuy
2447, amd ryzen 7 5700u,15.6,8.0,ryzen 7 5700u octacore,acer,512.0,0.0,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,1,15949.0,ubuy
2448,intel i711800h,15.6,16.0,geforce rtx 3060 laptop,acer,512.0,0.0,https://www.ubuy.com.eg/en/product/1GEG202F8-acer-predator-helios-300-ph315-54-760s-gaming-laptop-intel-i7-11800h-nvidia-geforce-rtx-3060-laptop-gpu-15-6-full-hd-144hz-3ms-ips-display,1,0,22716.0,ubuy
2449, intel core i59300h,15.6,8.0,geforce gtx 1650,acer,256.0,0.0,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,15992.0,ubuy
2450, intel core i510300h,15.6,8.0,geforce rtx 3050 laptop,acer,256.0,0.0,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,14046.0,ubuy
2451, intel core i711800h,17.3,16.0,geforce rtx 3050ti lapt,acer,1000.0,0.0,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,29250.0,ubuy
2452, intel core i711800h,17.3,16.0,geforce rtx 3050ti lapt,acer,1000.0,0.0,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,25042.0,ubuy
2453,amd ryzen 3,14.0,8.0,radeon vega 3 graphics,asus,256.0,256.0,https://www.ubuy.com.eg/en/product/1RXPNIY-asus-vivobook-14-ryzen-3-8-256-laptop-slate-grey-f412da-ws33,2,1,8157.0,ubuy
2454,amd ryzen 5 5500u,15.6,8.0,ryzen 5 5500u,lenovo,256.0,256.0,https://www.ubuy.com.eg/en/product/112VK7GW-lenovo-ideapad-3-15-15-6-amd-ryzen-5-5500u-8gb-256gb-nvme-tlc-ssd-amd-radeon-7-graphics-windows-10-h,2,1,11785.0,ubuy
2455,amd ryzen 5 5500u,15.6,8.0,ryzen 5 5500u,lenovo,256.0,256.0,https://www.ubuy.com.eg/en/product/112VK7GW-lenovo-ideapad-3-15-15-6-amd-ryzen-5-5500u-8gb-256gb-nvme-tlc-ssd-amd-radeon-7-graphics-windows-10-h,2,1,11633.0,ubuy
2456,amd ryzen 5 5500u,15.6,8.0,ryzen 5 5500u,lenovo,256.0,256.0,https://www.ubuy.com.eg/en/product/112VK7GW-lenovo-ideapad-3-15-15-6-amd-ryzen-5-5500u-8gb-256gb-nvme-tlc-ssd-amd-radeon-7-graphics-windows-10-h,2,1,12727.0,ubuy
2458,intel celeron,15.6,3.0,intel hd graphics 500 ,core,0.0,64.0,https://www.ubuy.com.eg/en/product/46DL9Z5OU-core-innovations-clt1564sl-15-6-laptop-with-windows-10-s-intel-celeron-3gb-ram-64gb-flash-storage-silver,2,1,4003.0,ubuy
2459,amd ryzen 5,15.0,8.0,ryzen 55500u,hp,512.0,512.0,https://www.ubuy.com.eg/en/product/3UXE25T2I-hp-pav-15-blue-r5,2,1,12093.0,ubuy
2460,amd ryzen,15.6,8.0,ryzen 5 8gb256gb lapto,hp,0.0,256.0,https://www.ubuy.com.eg/en/product/3E9B9U-hp-15-6-ryzen-5-8gb-256gb-laptop-rose-gold,2,1,12551.0,ubuy
2461,amd ryzen 7 5700u  ,15.0,8.0,ryzen 75700u,hp,512.0,512.0,https://www.ubuy.com.eg/en/product/1J8QMKD1S-hp-pavilion-15-ryzen-7-8gb-512gb-horizon-blue,2,1,14060.0,ubuy
2462,intel core i510300h,15.6,8.0,geforce gtx 1650 maxq,msi,256.0,256.0,https://www.ubuy.com.eg/en/product/2I1LVV4-msi-gf63-thin-i5-gtx-1650-maxq-8gb-256gb-gaming-laptop-15-6-fhd-display-intel-core-i5-10300h-nvidia,2,0,14126.0,ubuy
2463, intel core i711800h,15.6,16.0,rtx 3060,asus,1000.0,0.0,https://www.ubuy.com.eg/en/product/1IA8XID6U-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3060-16gb-ddr4-1tb-pcie-ssd-gigabit,1,0,29461.0,ubuy
2464, intel core i711800h,17.3,16.0,rtx 3060,asus,1000.0,0.0,https://www.ubuy.com.eg/en/product/1IA8XID6U-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3060-16gb-ddr4-1tb-pcie-ssd-gigabit,1,0,30730.0,ubuy
2465, intel core i712700h,15.6,16.0,rtx 3060,asus,1000.0,0.0,https://www.ubuy.com.eg/en/product/1IA8XID6U-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3060-16gb-ddr4-1tb-pcie-ssd-gigabit,1,0,31808.0,ubuy
2466, amd ryzen 7 5800h,15.6,16.0,geforce rtx 3060 laptop,acer,512.0,0.0,https://www.ubuy.com.eg/en/product/1O6XJ6NDS-acer-nitro-5-an515-45-r92m-gaming-laptop-amd-ryzen-7-5800h-8-core-nvidia-geforce-rtx-3060-laptop-gpu-15-6-fhd-144hz-ips-display-16gb,1,0,22398.0,ubuy
2467, intel core i51135g7,14.0,8.0,intel iris xe graphics,hp,256.0,0.0,https://www.ubuy.com.eg/en/product/46EODJF52-hp-pavilion-x360-convertible-14-inch-laptop-11th-generation-intel-core-i5-1135g7-processor-intel-iris-xe-graphics-8gb-ram-256-gb-ssd-windows-11,1,1,14446.0,ubuy
2468, intel core i51135g7,17.3,8.0,intel iris xe graphics,hp,512.0,0.0,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,1,14448.0,ubuy
2469, intel core i51135g7,17.3,16.0,intel iris xe graphics,hp,1000.0,0.0,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,1,16351.0,ubuy
2470, intel core i51135g7,17.3,16.0,intel iris xe graphics,hp,2000.0,0.0,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,1,21215.0,ubuy
2471, intel core i51135g7,17.3,16.0,intel iris xe graphics,hp,512.0,0.0,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,1,16985.0,ubuy
2472, intel core i51135g7,17.3,32.0,intel iris xe graphics,hp,1000.0,0.0,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,1,18043.0,ubuy
2473, intel core i51135g7,17.3,32.0,intel iris xe graphics,hp,2000.0,0.0,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,1,22906.0,ubuy
2474, intel core i51135g7,17.3,64.0,intel iris xe graphics,hp,1000.0,0.0,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,1,21215.0,ubuy
2475, intel core i51135g7,17.3,64.0,intel iris xe graphics,hp,2000.0,0.0,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,1,24809.0,ubuy
2476,intel core i5,15.6,4.0,geforce rtx 3050 laptop,gigabyte,512.0,0.0,https://www.ubuy.com.eg/en/product/4EX4DJNU4-gigabyte-g5-gd-15-6-fhd-ips-anti-glare-144hz-intel-core-i5-nvidia-geforce-rtx-3050-laptop-gpu-4gb-gddr6-16gb-memory-512gb-ssd-win11-home,1,0,19489.0,ubuy
2477,intel core i5,15.6,4.0,geforce rtx 3050 laptop,gigabyte,512.0,0.0,https://www.ubuy.com.eg/en/product/4EX4DJNU4-gigabyte-g5-gd-15-6-fhd-ips-anti-glare-144hz-intel-core-i5-nvidia-geforce-rtx-3050-laptop-gpu-4gb-gddr6-16gb-memory-512gb-ssd-win11-home,1,0,19713.0,ubuy
2478, intel core i510500h,15.6,8.0,geforce rtx 3060 laptop,gigabyte,512.0,0.0,https://www.ubuy.com.eg/en/product/4EX4DJNU4-gigabyte-g5-gd-15-6-fhd-ips-anti-glare-144hz-intel-core-i5-nvidia-geforce-rtx-3050-laptop-gpu-4gb-gddr6-16gb-memory-512gb-ssd-win11-home,1,0,25444.0,ubuy
2479, intel core i511400h,15.6,6.0,geforce rtx 3060 laptop,gigabyte,512.0,0.0,https://www.ubuy.com.eg/en/product/4EX4DJNU4-gigabyte-g5-gd-15-6-fhd-ips-anti-glare-144hz-intel-core-i5-nvidia-geforce-rtx-3050-laptop-gpu-4gb-gddr6-16gb-memory-512gb-ssd-win11-home,1,0,20157.0,ubuy
2480, amd ryzen 9 5900hx,14.0,16.0,geforce rtx 3080,razer,1000.0,0.0,https://www.ubuy.com.eg/en/product/1AEO37YDC-razer-blade-14-gaming-laptop-amd-ryzen-9-5900hx-8-core-nvidia-geforce-rtx-3080-14-qhd-165hz-16gb-ram-1tb-ssd-cnc-aluminum-chroma-rgb,1,0,50839.0,ubuy
2481,intel celeron n4020,14.0,4.0,intel uhd graphics 600,lenovo,64.0,0.0,https://www.ubuy.com.eg/en/product/3MPHMABSI-lenovo-ideapad-1-14-14-0-laptop-14-0-hd-1366-x-768-display-intel-celeron-n4020-processor-4gb-ddr4-ram-64gb-emmc-storage-intel-uhd,1,1,4953.0,ubuy
2482, amd ryzen 5 5500u,14.0,8.0,ryzen 5 5500u,hp,256.0,0.0,https://www.ubuy.com.eg/en/product/40UQR9FF4-hp-14-laptop-amd-ryzen-5-5500u-amd-radeon-graphics-8-gb-ram-256-gb-ssd-windows-11-home-14-fq1025nr-natural-silver,1,1,10582.0,ubuy
2483,intel celeron n4020,11.6,4.0,intel uhd graphics 600,lenovo,64.0,0.0,https://www.ubuy.com.eg/en/product/1AEO0WYPS-lenovo-ideapad-3-11-chromebook-11-6-laptop-11-6-hd-1366-x-768-display-intel-celeron-n4020-processor-4gb-lpddr4-ram-64gb-emmc,1,1,2966.0,ubuy
2484, amd ryzen 5 5500u,17.3,8.0,ryzen 5 5500u,lenovo,512.0,0.0,https://www.ubuy.com.eg/en/product/1ASP9KGK2-lenovo-ideapad-3-17-3-laptop-17-3-hd-1600-x-900-display-amd-ryzen-5-5500u-processor-8gb-ddr4-ram-512gb-m-2-ssd-storage-amd-radeon,1,1,10240.0,ubuy
2485, intel core i31115g4,17.0,4.0,intel uhd graphics,hp,256.0,0.0,https://www.ubuy.com.eg/en/product/3VYCIMWI4-hp-17-inch-laptop-11th-generation-intel-core-i5-1135g7-intel-iris-xe-graphics-8-gb-ram-256-gb-ssd-windows-11-home-17-cn0025nr-natural-silver,1,1,8548.0,ubuy
2486, intel core i51135g7,17.0,8.0,intel iris xe graphics,hp,256.0,0.0,https://www.ubuy.com.eg/en/product/3VYCIMWI4-hp-17-inch-laptop-11th-generation-intel-core-i5-1135g7-intel-iris-xe-graphics-8-gb-ram-256-gb-ssd-windows-11-home-17-cn0025nr-natural-silver,1,1,12287.0,ubuy
2487, amd ryzen 7 5700u,14.0,8.0,ryzen 7 5700u octacore,acer,512.0,0.0,https://www.ubuy.com.eg/en/product/1AEN7VHA0-acer-swift-3-thin-light-laptop-14-full-hd-ips-100-srgb-display-amd-ryzen-7-5700u-octa-core-processor-8gb-lpddr4x-512gb-nvme-ssd,1,1,12989.0,ubuy
2488,amd ryzen 9,15.6,16.0,geforce rtx 3050ti,asus,1000.0,1000.0,https://www.ubuy.com.eg/en/product/4FHHWZPQW-asus-rog-strix-g15-15-6-fhd-amd-ryzen-9-5900hx-nvidia-geforce-rtx-3050ti-16gb-ram-1tb-ssd-eclipse-gray-windows-10-home-g513qe-wh96,2,1,24117.0,ubuy
2489,intel core i7,17.3,16.0,geforce rtx 3060,asus,1000.0,1000.0,https://www.ubuy.com.eg/en/product/3TOMU0LYI-asus-tuf-gaming-f17-gaming-laptop-17-3-fhd-intel-core-i7-11800h-nvidia-geforce-rtx-3060-16gb-ram-1tb-ssd-eclipse-gray-windows-10-home,2,0,36513.0,ubuy
2490,amd ryzen 7,16.0,16.0,geforce rtx 3070,lenovo,512.0,512.0,https://www.ubuy.com.eg/en/product/40SHM3PVK-lenovo-legion-5-pro-16-gaming-laptop-amd-ryzen-7-16gb-ram-nvidia-geforce-rtx-3070-512gb-ssd-windows-11-home-storm-grey-82jq00f9us,2,0,30676.0,ubuy
2491,amd ryzen 7,15.0,16.0,radeon rx5500m,msi,512.0,512.0,https://www.ubuy.com.eg/en/product/3VHUQRXCG-msi-bravo-15-b5dd-085-15-amd-gaming-laptop-amd-ryzen-7-5800h-16gb-ram-512gb-nvme-ssd-windows-10-aluminum-black,2,0,15372.0,ubuy
2492, amd ryzen 5 3450u,15.6,8.0,ryzen 5 3450u,gateway,256.0,256.0,https://www.ubuy.com.eg/en/product/1BUGAUSQ8-gateway-15-6-fhd-ultra-slim-notebook-amd-ryzen-5-3450u-8gb-ram-256gb-ssd-tuned-by-thx-audio-fingerprint-scanner-1mp-webcam-hdmi,1,1,9469.0,ubuy
2493,intel core i711800h,15.6,16.0,geforce rtx 3060,acer,4.0,512.0,https://www.ubuy.com.eg/en/product/3TVNNQ4IY-acer-predator-helios-300-gaming-laptop-11th-gen-intel-core-i7-11800h-15-6-full-hd-ips-144hz-display-16gb-ddr4-512gb-pcie-gen-4-ssd-1tb-7200rpm,2,0,30676.0,ubuy
2494,amd ryzen 5 5500u,15.6,8.0,ryzen 5,hp,256.0,256.0,https://www.ubuy.com.eg/en/product/1GAZ1F4YW-hp-15-6-fhd-ryzen-5-5500-8gb-ram-256gb-ssd-silver-windows-10-home-15-ef2127wm,2,1,11415.0,ubuy
2495,amd ryzen 3 3250u,15.5,4.0,ryzen 33250u,hp,128.0,128.0,https://www.ubuy.com.eg/en/product/1GAZ1F510-hp-15-6-fhd-ryzen-3-3250-4gb-ram-128gb-ssd-silver-windows-10-home-in-s-mode-15-ef1300wm,2,1,8790.0,ubuy
2496,intel core i5,15.6,8.0,geforce rtx 3050,asus,512.0,512.0,https://www.ubuy.com.eg/en/product/1I8GASPPQ-asus-tuf-core-i5-gaming-laptop-15-6-fhd-ips-type-display-intel-core-i5-11260h-geforce-rtx-3050-8gb-ddr4-512gb-pcie-ssd-gigabit-wi-fi-6-windows,2,0,18651.0,ubuy
2497,amd ryzen,14.0,4.0,ryzen 3 4gb1tb laptop,hp,0.0,1000.0,https://www.ubuy.com.eg/en/product/3CXG60-hp-14-ryzen-3-4gb-1tb-laptop-silver-google-classroom-compatible,2,1,9906.0,ubuy
2498,intel core i51035g1,17.3,8.0,intel uhd graphics,asus,128.0,1128.0,https://www.ubuy.com.eg/en/product/1VVCKBC-asus-vivobook-17-3-i5-8gb-128gb-1tb-laptop-intel-core-i5-1035g1-processor-8gb-ddr4-ram-128gb-ssd-1tb,2,1,14235.0,ubuy
2499,amd ryzen 5 5500u,15.6,8.0,ryzen 5 5500u,lenovo,256.0,256.0,https://www.ubuy.com.eg/en/product/3VJ36EG6I-lenovo-ideapad-3-15-laptop-15-6-amd-ryzen-5-5500u-8gb-ram-256gb-ssd-windows-11-home-abyss-blue-82ku00yuus,2,1,9906.0,ubuy
2500,intel core i51135g7 ,14.1,16.0,iris xe graphics,gateway,512.0,512.0,https://www.ubuy.com.eg/en/product/1HXV9GGSW-gateway-14-1-ultra-slim-notebook-fhd-intel-core-i5-1135g7-quad-core-16gb-ram-512gb-ssd-tuned-by-thx-audio-fingerprint-scanner-1-0mp-webcam,2,1,13950.0,ubuy
2501,amd ryzen 5 4500u  6core,15.0,8.0,ryzen 54500u,hp,512.0,512.0,https://www.ubuy.com.eg/en/product/3CXAAW-hp-pavilion-15-fhd-amd-ryzen-5-4500u-8gb-ram-512gb-ssd-horizon-blue,2,1,12114.0,ubuy
2502,amd ryzen 3 4300u,14.0,4.0,ryzen 3 4300u,lenovo,128.0,128.0,https://www.ubuy.com.eg/en/product/3CXATW-lenovo-ideapad-flex-5-14-fhd-convertible-amd-ryzen-3-4300u-4gb-ram-128gb-ssd-graphite-grey-windows-1,2,1,9491.0,ubuy
2503,intel core i7,17.3,16.0,geforce rtx 3050 ti,msi,512.0,512.0,https://www.ubuy.com.eg/en/product/1CFQDCDG0-msi-katana-gf76-11ud-001-17-3-gaming-laptop-intel-core-i7-11800h-nvidia-geforce-rtx-3050-ti-16gb-memory-512gb-nvme-ssd-windows-10,2,0,23024.0,ubuy
2504, amd ryzen 5 4500u,14.0,16.0,ryzen 5 4500u,lenovo,256.0,0.0,https://www.ubuy.com.eg/en/product/3E9AD4-lenovo-flex-5-14-2-in-1-laptop-14-0-fhd-1920-x-1080-touch-display-amd-ryzen-5-4500u-processor-16gb-d,1,1,14363.0,ubuy
2505,amd ryzen 5,13.5,16.0,ryzen 5 surface edition,microsoft,256.0,0.0,https://www.ubuy.com.eg/en/product/1CDAXNY6-microsoft-surface-laptop-4-13-5-touch-screen-intel-core-i7-16gb-512gb-solid-state-drive-latest-model,1,1,24143.0,ubuy
2506,amd ryzen 5,15.0,16.0,ryzen 5 surface edition,microsoft,256.0,0.0,https://www.ubuy.com.eg/en/product/1CDAXNY6-microsoft-surface-laptop-4-13-5-touch-screen-intel-core-i7-16gb-512gb-solid-state-drive-latest-model,1,1,24143.0,ubuy
2507, intel core i912900h,17.3,16.0,geforce rtx 3070 ti,asus,1000.0,0.0,https://www.ubuy.com.eg/en/product/4RNO49BA8-asus-rog-strix-scar-17-2022-gaming-laptop-17-3-360hz-ips-fhd-display-nvidia-geforce-rtx-3070-ti-intel-core-i9-12900h-16gb-ddr5-1tb-ssd,1,0,48725.0,ubuy
2508, amd ryzen 5 5500u,15.6,8.0,ryzen 5 5500u 6corebe,newest,256.0,0.0,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,1,12545.0,ubuy
2509, amd ryzen 5 5500u,15.6,8.0,ryzen 5 5500u 6corebe,newest,512.0,0.0,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,1,13814.0,ubuy
2510, amd ryzen 5 5500u,15.6,16.0,ryzen 5 5500u 6corebe,newest,1000.0,0.0,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,1,14892.0,ubuy
2511, amd ryzen 5 5500u,15.6,16.0,ryzen 5 5500u 6corebe,newest,256.0,0.0,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,1,13814.0,ubuy
2512, amd ryzen 5 5500u,15.6,16.0,ryzen 5 5500u 6corebe,newest,512.0,0.0,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,1,14025.0,ubuy
2513, amd ryzen 5 5500u,15.6,32.0,ryzen 5 5500u 6corebe,newest,1000.0,0.0,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,1,20157.0,ubuy
2514,amd ryzen 5 4500u,15.6,16.0,ryzen 5 4500u 6core,lenovo,256.0,0.0,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,1,17197.0,ubuy
2515,amd ryzen 5 4500u,15.6,16.0,ryzen 5 4500u 6core,lenovo,512.0,0.0,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,1,18802.0,ubuy
2516,amd ryzen 5 4500u,15.6,24.0,ryzen 5 4500u 6core,lenovo,1000.0,0.0,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,1,21637.0,ubuy
2517,amd ryzen 5 4500u,15.6,24.0,ryzen 5 4500u 6core,lenovo,256.0,0.0,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,1,18043.0,ubuy
